Tarih,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Şirket,Write Off,Research And Development,Impairment Of Capital Assets
2024-09-30,-17665628.972269,0.056984,11382080000.0,-310013000.0,-310013000.0,795387000.0,4491342000.0,32943067000.0,11072067000.0,6580725000.0,-3842942000.0,5471913000.0,1628971000.0,1087734371.027731,795387000.0,42636720000.0,,549558000.0,2822523066.0,2822523066.0,0.2818,0.2818,795387000.0,795387000.0,0.0,795387000.0,-250241000.0,1045628000.0,1045628000.0,63184000.0,1108812000.0,4067107000.0,-10417000.0,39499000.0,,-3842942000.0,,5471913000.0,1628971000.0,230213000.0,9693653000.0,682349000.0,,,9334004000.0,6414673000.0,2919331000.0,,9923866000.0,32943067000.0,42866933000.0,42866933000.0,SISE,-29082000.0,450244000.0,
2024-06-30,168341250.0,0.25,6340375000.0,673365000.0,673365000.0,2375134000.0,2472399000.0,31969204000.0,7013740000.0,4541341000.0,-3181812000.0,5171169000.0,1989357000.0,1870110250.0,2375134000.0,42828805000.0,,-891288000.0,2735699148.0,2735699148.0,0.8682,0.8682,2375134000.0,2375134000.0,0.0,2375134000.0,-29276000.0,2404410000.0,2404410000.0,-3034238000.0,-629828000.0,2606302000.0,-71169000.0,-14108000.0,,-3181812000.0,,5171169000.0,1989357000.0,-1031712000.0,10859601000.0,464850000.0,,,10818708000.0,6867778000.0,3950930000.0,,9827889000.0,31969204000.0,41797093000.0,41797093000.0,SISE,85128000.0,157001000.0,149000.0
2024-03-31,164173000.0,0.25,15651754000.0,656692000.0,656692000.0,3193301000.0,4764844000.0,43397661000.0,16308446000.0,11543602000.0,-2315753000.0,5282015000.0,2966262000.0,2700782000.0,3193301000.0,56793579000.0,26212000.0,899601000.0,2469110000.0,2469110000.0,1.2933,1.2933,3193301000.0,3193301000.0,0.0,3193301000.0,-92265000.0,3285566000.0,3285566000.0,2976021000.0,6261587000.0,6327511000.0,203294000.0,-182424000.0,,-2315753000.0,,5282015000.0,2966262000.0,-745055000.0,13395918000.0,823959000.0,,,13066757000.0,9126263000.0,3940494000.0,26212000.0,12650863000.0,43397661000.0,56048524000.0,56048524000.0,SISE,-20870000.0,259036000.0,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,SISE,,,67821000.0
2023-09-30,,,,,,,,,,,,,,,,,,,2900026420.0,2900026420.0,-0.2271,-0.2271,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,SISE,,,7855000.0
2025-03-31,-560800000.0,0.4,36562000000.0,-1402000000.0,-1402000000.0,-1415000000.0,15193000000.0,446235000000.0,35160000000.0,19967000000.0,-4586000000.0,13297000000.0,10709000000.0,-573800000.0,-1415000000.0,521415000000.0,,17485000000.0,2535007575.0,2535007575.0,-0.558,-0.558,-1415000000.0,-1415000000.0,0.0,-1415000000.0,1574000000.0,-2989000000.0,-2989000000.0,9659000000.0,6670000000.0,-3756000000.0,-87000000.0,87000000.0,,-4586000000.0,1998000000.0,13297000000.0,10709000000.0,16905000000.0,75180000000.0,8401000000.0,,,66415000000.0,27907000000.0,38508000000.0,,92085000000.0,446235000000.0,538320000000.0,538320000000.0,KCHOL,,1867000000.0,
2024-12-31,1286750000.0,0.25,47279000000.0,5147000000.0,5147000000.0,3211000000.0,21053000000.0,570218000000.0,52426000000.0,31373000000.0,-8954000000.0,19053000000.0,10584000000.0,-649250000.0,3211000000.0,643107000000.0,,20410000000.0,,,,,3211000000.0,3211000000.0,0.0,3211000000.0,39000000.0,3172000000.0,3172000000.0,9148000000.0,12320000000.0,365000000.0,6465000000.0,-1524000000.0,-5265000000.0,-8954000000.0,485000000.0,19053000000.0,10584000000.0,14285000000.0,72889000000.0,5821000000.0,,,71454000000.0,32171000000.0,39283000000.0,,87174000000.0,570218000000.0,657392000000.0,657392000000.0,KCHOL,,1930000000.0,
2024-09-30,-606750000.0,0.25,28475000000.0,-2427000000.0,-2427000000.0,-3682000000.0,15012000000.0,488078000000.0,26048000000.0,11036000000.0,-7047000000.0,14165000000.0,9902000000.0,-1861750000.0,-3682000000.0,548479000000.0,,12188000000.0,2535007575.0,2535007575.0,-1.45,-1.45,-3682000000.0,-3682000000.0,0.0,-3682000000.0,3164000000.0,-6846000000.0,-6846000000.0,3717000000.0,-3129000000.0,-7917000000.0,238000000.0,28000000.0,-266000000.0,-7047000000.0,2784000000.0,14165000000.0,9902000000.0,12254000000.0,60401000000.0,4785000000.0,,,57038000000.0,25636000000.0,31402000000.0,,72655000000.0,488078000000.0,560733000000.0,560733000000.0,KCHOL,,2044000000.0,
2024-06-30,-889500000.0,0.25,34382000000.0,-3558000000.0,-3558000000.0,164000000.0,10345000000.0,448096000000.0,30824000000.0,20479000000.0,-4134000000.0,11914000000.0,7605000000.0,2832500000.0,164000000.0,500197000000.0,,,2535007575.0,2535007575.0,0.065,0.065,164000000.0,164000000.0,0.0,164000000.0,449000000.0,-285000000.0,-285000000.0,8850000000.0,8565000000.0,-8135000000.0,673000000.0,297000000.0,-970000000.0,-4134000000.0,-175000000.0,11914000000.0,7605000000.0,21256000000.0,52101000000.0,-965000000.0,,,55997000000.0,27346000000.0,28651000000.0,,73357000000.0,448096000000.0,521453000000.0,521453000000.0,KCHOL,,1554000000.0,
2024-03-31,240500000.0,0.25,37090000000.0,962000000.0,962000000.0,2737000000.0,11858000000.0,518987000000.0,38052000000.0,26194000000.0,-671000000.0,14734000000.0,14701000000.0,2015500000.0,2737000000.0,588187000000.0,,36698000000.0,2535007575.0,2535007575.0,1.08,1.08,2737000000.0,2737000000.0,0.0,2737000000.0,2383000000.0,354000000.0,354000000.0,11106000000.0,11460000000.0,-23272000000.0,1661000000.0,-1661000000.0,,-671000000.0,638000000.0,14734000000.0,14701000000.0,33854000000.0,69200000000.0,5976000000.0,,,62383000000.0,26621000000.0,35762000000.0,,103054000000.0,518987000000.0,622041000000.0,622041000000.0,KCHOL,3659000000.0,1427000000.0,
2023-12-31,,,,,,,,,,,,,,,,,,65766000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCHOL,,,
2023-09-30,,,,,,,,,,,,,,,,,,,2535007575.0,2535007575.0,5.32,5.32,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,KCHOL,,,
2025-03-31,-196827600.0,0.4,9591005000.0,-492069000.0,-492069000.0,97077000.0,3003126000.0,145458378000.0,9098936000.0,6095810000.0,1415122000.0,3562418000.0,5051921000.0,392318400.0,97077000.0,151977649000.0,,3841689000.0,1926795598.0,1926795598.0,0.05,0.05,97077000.0,97077000.0,0.0,97077000.0,-23050000.0,120127000.0,120127000.0,2413265000.0,2533392000.0,-2018884000.0,14620000.0,-6789000.0,-7831000.0,1415122000.0,74381000.0,3562418000.0,5051921000.0,6645738000.0,6519271000.0,472368000.0,,,6303652000.0,2065209000.0,4238443000.0,,13165009000.0,145458378000.0,158623387000.0,158623387000.0,TUPRS,,113053000.0,
2024-12-31,-364497846.296009,0.374237,16185164000.0,-973977000.0,-973977000.0,4742426000.0,2417703000.0,196350769000.0,15211187000.0,12793484000.0,4159556000.0,4538578000.0,8753318000.0,5351905153.703991,4742426000.0,202601446000.0,,7904953000.0,,,,,4742426000.0,4742426000.0,0.0,4742426000.0,-423192000.0,5165618000.0,5165618000.0,3089288000.0,8254906000.0,-1971499000.0,-161139000.0,150001000.0,,4159556000.0,55184000.0,4538578000.0,8753318000.0,8452141000.0,6250677000.0,820069000.0,-837926000.0,-837926000.0,4084555000.0,-4071313000.0,8155868000.0,,14702818000.0,196350769000.0,211053587000.0,211053587000.0,TUPRS,,678000.0,
2024-09-30,-531642672.710758,0.314843,19299622000.0,-1688597000.0,-1688597000.0,7744044000.0,2631985000.0,177437979000.0,17611025000.0,14979040000.0,5564818000.0,3515889000.0,9272801000.0,8900998327.289242,7744044000.0,183748378000.0,,11583377000.0,1926795598.0,1926795598.0,4.02,4.02,7744044000.0,7744044000.0,0.0,7744044000.0,-110016000.0,7854060000.0,7854060000.0,3609091000.0,11463151000.0,-3040788000.0,-86238000.0,86238000.0,,5564818000.0,192094000.0,3515889000.0,9272801000.0,12474272000.0,6310399000.0,770103000.0,1009756000.0,1009756000.0,2411421000.0,1229145000.0,1182276000.0,,18784671000.0,177437979000.0,196222650000.0,196222650000.0,TUPRS,,115003000.0,
2024-06-30,-659644500.0,0.25,15039947000.0,-2638578000.0,-2638578000.0,5004075000.0,1611216000.0,173283800000.0,12401369000.0,10790153000.0,4654710000.0,1798822000.0,5557324000.0,6983008500.0,5004075000.0,180462647000.0,,10579447000.0,1926795598.0,1926795598.0,2.6,2.6,5004075000.0,5004075000.0,0.0,5004075000.0,-67228000.0,5071303000.0,5071303000.0,3920028000.0,8991331000.0,-2676554000.0,-90694000.0,90694000.0,,4654710000.0,-896208000.0,1798822000.0,5557324000.0,10253025000.0,7178847000.0,698264000.0,1012732000.0,1012732000.0,3680323000.0,2390224000.0,1290099000.0,,17431872000.0,173283800000.0,190715672000.0,190715672000.0,TUPRS,,80296000.0,
2024-03-31,-2679500.0,0.25,9447359000.0,-10718000.0,-10718000.0,442408000.0,2955206000.0,210330068000.0,9436641000.0,6481435000.0,8407477000.0,3868374000.0,12320833000.0,450446500.0,442408000.0,218644074000.0,,5884428000.0,1926795598.0,1926795598.0,0.23,0.23,442408000.0,442408000.0,0.0,442408000.0,-131059000.0,573467000.0,573467000.0,2039594000.0,2613061000.0,-7734828000.0,507000.0,-507000.0,0.0,8407477000.0,44982000.0,3868374000.0,12320833000.0,9880816000.0,8314006000.0,459328000.0,916628000.0,916628000.0,7945751000.0,3098986000.0,4846765000.0,,18194822000.0,210330068000.0,228524890000.0,228524890000.0,TUPRS,,137560000.0,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660040000.0,1660040000.0,,,,,,,,,TUPRS,,,
2023-09-30,,,,,,,,,,,,,,,,,,,1926795598.0,1926795598.0,5.14,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUPRS,,,
2025-03-31,51409250.0,0.25,436454000.0,205637000.0,205637000.0,506146000.0,175423000.0,3017145000.0,642091000.0,466668000.0,188818000.0,0.0,188818000.0,351918250.0,506146000.0,3818247000.0,,402105000.0,3201951522.0,3201951522.0,0.016,0.016,506146000.0,506146000.0,0.0,506146000.0,,506146000.0,506146000.0,-39478000.0,466668000.0,-502719000.0,32415000.0,-32415000.0,,188818000.0,,0.0,188818000.0,402105000.0,801102000.0,104963000.0,,,371267000.0,31339000.0,339928000.0,,1203207000.0,3017145000.0,4220352000.0,4220352000.0,KOZAL,,357084000.0,
2024-12-31,301624750.0,0.25,-677565000.0,1344024000.0,1206499000.0,87178000.0,220881000.0,879190000.0,666459000.0,445578000.0,403620000.0,656000.0,404276000.0,-817696250.0,87178000.0,1959723000.0,94352000.0,-720302000.0,,,,,87178000.0,87178000.0,0.0,87178000.0,,87178000.0,87178000.0,357744000.0,444922000.0,-418414000.0,-142368000.0,-16844000.0,,403620000.0,,656000.0,404276000.0,-814493000.0,1080533000.0,366996000.0,,,370652000.0,44951000.0,325701000.0,1231000.0,266040000.0,879190000.0,1145230000.0,1145230000.0,KOZAL,0.0,376575000.0,
2024-09-30,407457957.946306,0.278992,-860137000.0,1460466000.0,1460466000.0,775603000.0,214459000.0,970373000.0,600329000.0,385870000.0,261754000.0,,261754000.0,-277405042.053694,775603000.0,1472213000.0,1893000.0,384713000.0,3201778176.0,3201778176.0,0.24,0.24,775603000.0,775603000.0,0.0,775603000.0,,775603000.0,775603000.0,300117000.0,1075720000.0,-1021624000.0,24255000.0,-24255000.0,,261754000.0,,,261754000.0,385870000.0,501840000.0,56050000.0,,,314970000.0,42202000.0,272768000.0,1893000.0,887710000.0,970373000.0,1858083000.0,1858083000.0,KOZAL,0.0,155322000.0,
2024-06-30,114757500.0,0.25,-1048095000.0,459030000.0,459030000.0,-39409000.0,325743000.0,1438612000.0,-589065000.0,-914808000.0,258222000.0,0.0,258222000.0,-383681500.0,-39409000.0,2036070000.0,,-33165000.0,3201970842.0,3201970842.0,-0.012,-0.012,-39409000.0,-39409000.0,0.0,-39409000.0,,-39409000.0,-39409000.0,-875399000.0,-914808000.0,-1691762000.0,-110170000.0,110170000.0,,258222000.0,,0.0,258222000.0,51396000.0,597458000.0,161533000.0,,,315268000.0,80989000.0,234279000.0,,648854000.0,1438612000.0,2087466000.0,2087466000.0,KOZAL,0.0,171509000.0,
2024-03-31,186464000.0,0.25,247858000.0,745856000.0,745856000.0,-252487000.0,492768000.0,2729124000.0,993714000.0,500946000.0,287385000.0,5802000.0,293187000.0,-811879000.0,-252487000.0,3615398000.0,,430316000.0,3202096627.0,3202096627.0,-0.008,-0.008,-252487000.0,-252487000.0,0.0,-252487000.0,,-252487000.0,-252487000.0,747631000.0,495144000.0,-1575792000.0,3407000.0,-3407000.0,,287385000.0,,5802000.0,293187000.0,430316000.0,886274000.0,222750000.0,,,326063000.0,3923000.0,322140000.0,,1316590000.0,2729124000.0,4045714000.0,4045714000.0,KOZAL,0.0,392625000.0,
2023-12-31,,,,,,,,,,,,15495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,15495000.0,,,,,,,,,,,,,,,KOZAL,-196000.0,,
2023-09-30,,,,,,,,,,,,,,,,,1457000.0,,3202000000.0,3202000000.0,-0.67,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,1457000.0,,,,,KOZAL,,,
